season,holiday,weekday,workingday,weathersit,temp,year,months,hours,humidity,counts
fall,0,Mon,0,Clear + Few clouds,0.8,0,July,12,0.55,404
winter,1,Sat,0,Clear + Few clouds,0.3,0,Nov,23,0.45,73
springer,0,Tue,1,Clear + Few clouds,0.26,1,Feb,2,0.7,4
summer,0,Mon,0,Clear + Few clouds,0.66,0,Jun,23,0.78,92
springer,0,Wed,1,Clear + Few clouds,0.34,1,Jan,11,0.87,153
winter,0,Tue,1,Clear + Few clouds,0.38,1,Oct,4,0.66,7
summer,0,Fri,1,Clear + Few clouds,0.4,0,Apri,23,0.43,99
fall,0,Wed,1,Clear + Few clouds,0.82,1,July,14,0.38,242
fall,0,Sun,0,Clear + Few clouds,0.64,0,July,3,0.53,26
summer,0,Tue,1,Clear + Few clouds,0.76,0,Jun,16,0.33,267
springer,0,Fri,1,Clear + Few clouds,0.38,0,Dec,4,0.82,3
springer,0,Sat,1,Mist + Cloudy,0.3,1,Dec,14,0.49,261
summer,0,Sun,0,"Light Snow, Light Rain + Thunderstorm",0.44,0,Apri,20,0.94,53
winter,0,Mon,0,Clear + Few clouds,0.54,0,Oct,19,0.52,233
springer,0,Mon,0,Mist + Cloudy,0.24,1,Feb,9,0.56,93
winter,0,Wed,1,Clear + Few clouds,0.4,0,Oct,6,0.82,112
fall,0,Mon,0,Mist + Cloudy,0.66,1,Aug,16,0.65,356
springer,0,Sun,0,Clear + Few clouds,0.14,1,Jan,4,0.5,3
summer,0,Wed,1,"Light Snow, Light Rain + Thunderstorm",0.56,0,May,2,0.88,8
springer,0,Fri,1,Clear + Few clouds,0.22,0,Feb,1,0.6,7
springer,0,Tue,1,Clear + Few clouds,0.14,0,Jan,20,0.59,81
springer,0,Thu,1,Clear + Few clouds,0.12,0,Feb,6,0.5,36
springer,0,Sun,0,Mist + Cloudy,0.4,1,Mar,11,0.87,214
springer,0,Sat,1,Clear + Few clouds,0.42,0,Dec,16,0.47,283
springer,0,Fri,1,Mist + Cloudy,0.42,1,Jan,15,0.71,164
winter,0,Fri,1,Mist + Cloudy,0.36,0,Nov,9,0.81,164
summer,0,Mon,0,"Light Snow, Light Rain + Thunderstorm",0.6,0,Apri,19,0.83,194
springer,0,Fri,1,Clear + Few clouds,0.26,1,Jan,21,0.6,97
springer,0,Sun,0,"Light Snow, Light Rain + Thunderstorm",0.36,1,Mar,8,0.93,48
winter,0,Wed,1,Mist + Cloudy,0.5,1,Oct,20,0.72,360
winter,0,Wed,1,Clear + Few clouds,0.58,1,Dec,16,0.49,435
winter,0,Mon,0,Clear + Few clouds,0.48,1,Nov,19,0.55,277
springer,0,Thu,1,Clear + Few clouds,0.1,0,Feb,0,0.36,17
springer,0,Thu,1,Mist + Cloudy,0.36,0,Dec,4,0.71,2
springer,0,Thu,1,Clear + Few clouds,0.18,0,Jan,7,0.43,88
fall,0,Thu,1,"Light Snow, Light Rain + Thunderstorm",0.7,0,July,9,0.79,189
fall,0,Thu,1,Mist + Cloudy,0.66,1,July,0,0.83,44
summer,0,Fri,1,Clear + Few clouds,0.64,0,Jun,18,0.83,325
winter,0,Tue,1,"Light Snow, Light Rain + Thunderstorm",0.4,0,Nov,23,0.87,33
winter,0,Tue,1,Mist + Cloudy,0.36,0,Oct,6,0.71,94
winter,0,Mon,0,Clear + Few clouds,0.32,1,Nov,9,0.53,217
springer,0,Sat,1,Clear + Few clouds,0.38,0,Dec,15,0.54,203
winter,0,Tue,1,Mist + Cloudy,0.36,1,Dec,7,0.93,319
winter,0,Fri,1,Clear + Few clouds,0.26,0,Dec,3,0.6,1
winter,0,Sun,0,Clear + Few clouds,0.44,0,Oct,19,0.67,220
winter,0,Mon,0,"Light Snow, Light Rain + Thunderstorm",0.4,0,Oct,13,0.62,308
fall,0,Thu,1,Clear + Few clouds,0.68,0,July,5,0.83,23
springer,0,Mon,0,Mist + Cloudy,0.3,1,Feb,3,0.36,15
fall,0,Tue,1,Clear + Few clouds,0.74,1,Aug,21,0.7,317
winter,0,Sat,1,Clear + Few clouds,0.62,1,Oct,19,0.73,500
summer,0,Wed,1,Clear + Few clouds,0.7,0,Apri,16,0.58,291
summer,0,Tue,1,Clear + Few clouds,0.48,1,Mar,14,0.33,217
summer,0,Wed,1,Mist + Cloudy,0.5,0,Apri,10,0.72,75
fall,0,Sat,1,Clear + Few clouds,0.86,1,July,14,0.47,326
fall,0,Mon,0,Clear + Few clouds,0.84,0,July,16,0.53,414
fall,0,Sat,1,Mist + Cloudy,0.86,1,Aug,14,0.44,331
springer,0,Sun,0,Mist + Cloudy,0.44,1,Mar,2,0.88,42
fall,0,Wed,1,Clear + Few clouds,0.62,0,Aug,2,0.73,4
winter,0,Mon,0,Clear + Few clouds,0.44,0,Oct,5,0.88,15
fall,0,Mon,0,Clear + Few clouds,0.66,0,Sep,9,0.74,227
springer,0,Sat,1,Clear + Few clouds,0.3,1,Feb,2,0.52,6
summer,0,Fri,1,Clear + Few clouds,0.92,0,Jun,12,0.35,140
summer,0,Fri,1,Clear + Few clouds,0.44,1,Apri,12,0.33,276
winter,0,Sun,0,Clear + Few clouds,0.3,0,Nov,2,0.81,23
winter,0,Sat,1,Mist + Cloudy,0.54,1,Oct,9,0.88,403
summer,0,Thu,1,"Light Snow, Light Rain + Thunderstorm",0.32,0,Mar,23,0.9,26
summer,0,Wed,1,Clear + Few clouds,0.38,1,Apri,8,0.62,692
fall,0,Sat,1,Clear + Few clouds,0.62,0,Aug,4,0.53,5
springer,0,Sat,1,Clear + Few clouds,0.4,0,Dec,14,0.54,200
fall,0,Mon,0,Clear + Few clouds,0.72,0,Aug,21,0.84,136
winter,0,Fri,1,Clear + Few clouds,0.7,1,Oct,14,0.61,267
winter,0,Thu,1,Mist + Cloudy,0.26,1,Nov,7,0.56,409
springer,0,Sat,1,Mist + Cloudy,0.16,0,Feb,1,0.59,7
fall,0,Mon,0,Clear + Few clouds,0.68,0,Aug,7,0.83,31
springer,0,Mon,0,Clear + Few clouds,0.28,0,Jan,14,0.61,122
fall,0,Mon,0,Clear + Few clouds,0.78,0,Sep,15,0.66,410
fall,0,Sun,0,Clear + Few clouds,0.64,0,Aug,6,0.73,22
summer,0,Fri,1,Clear + Few clouds,0.5,0,May,10,0.39,128
fall,0,Mon,0,"Light Snow, Light Rain + Thunderstorm",0.62,0,Aug,7,0.83,1
springer,0,Sat,1,Mist + Cloudy,0.28,1,Feb,11,0.45,153
summer,0,Thu,1,Clear + Few clouds,0.62,0,May,18,0.5,274
springer,1,Tue,0,Clear + Few clouds,0.32,0,Dec,18,0.49,75
summer,0,Wed,1,Mist + Cloudy,0.68,1,Jun,1,0.65,16
fall,0,Fri,1,Clear + Few clouds,0.84,1,Jun,12,0.26,276
winter,0,Mon,0,Clear + Few clouds,0.46,0,Nov,13,0.51,314
fall,0,Tue,1,Mist + Cloudy,0.5,0,Sep,5,0.77,28
summer,0,Mon,0,Clear + Few clouds,0.7,1,Jun,18,0.34,496
fall,0,Wed,1,Clear + Few clouds,0.72,0,Sep,12,0.58,187
fall,0,Sat,1,Clear + Few clouds,0.66,0,Aug,2,0.69,19
winter,0,Sat,1,Clear + Few clouds,0.36,1,Nov,19,0.46,332
summer,0,Thu,1,Mist + Cloudy,0.62,1,May,11,0.59,201
springer,0,Sun,0,Clear + Few clouds,0.32,0,Feb,21,0.26,33
summer,0,Tue,1,Clear + Few clouds,0.7,0,Jun,9,0.58,188
fall,0,Wed,1,Mist + Cloudy,0.86,1,July,17,0.3,722
winter,0,Sat,1,Clear + Few clouds,0.5,1,Oct,21,0.77,206
summer,0,Tue,1,Clear + Few clouds,0.62,0,Apri,21,0.69,190
winter,0,Mon,0,Mist + Cloudy,0.24,1,Dec,6,0.93,16
fall,0,Thu,1,Clear + Few clouds,0.66,0,Aug,0,0.69,24
springer,0,Thu,1,Clear + Few clouds,0.28,1,Feb,1,0.61,10
fall,0,Wed,1,Clear + Few clouds,0.7,0,Aug,11,0.34,186
springer,0,Sun,0,Clear + Few clouds,0.24,0,Jan,4,0.75,1
fall,0,Tue,1,Clear + Few clouds,0.74,1,July,22,0.62,209
winter,0,Mon,0,Clear + Few clouds,0.48,1,Oct,20,0.44,195
springer,0,Sun,0,Clear + Few clouds,0.32,1,Feb,16,0.26,195
summer,0,Sun,0,Mist + Cloudy,0.36,1,Apri,22,0.71,83
summer,0,Thu,1,Clear + Few clouds,0.38,0,May,22,0.62,89
fall,1,Tue,0,Clear + Few clouds,0.66,0,Sep,18,0.89,123
summer,0,Thu,1,Clear + Few clouds,0.7,0,May,19,0.61,405
springer,0,Mon,0,Mist + Cloudy,0.26,1,Feb,12,0.65,248
summer,0,Thu,1,Mist + Cloudy,0.44,1,Apri,7,0.62,366
fall,0,Sun,0,Clear + Few clouds,0.84,0,July,11,0.36,317
fall,0,Wed,1,Mist + Cloudy,0.74,1,Aug,10,0.7,250
fall,0,Thu,1,Clear + Few clouds,0.84,0,Aug,19,0.47,446
fall,0,Mon,0,Clear + Few clouds,0.64,1,Aug,7,0.65,39
springer,0,Sat,1,Clear + Few clouds,0.2,0,Feb,21,0.59,47
summer,0,Fri,1,Clear + Few clouds,0.56,0,May,17,0.78,547
summer,0,Sat,1,Mist + Cloudy,0.6,0,May,15,0.56,242
fall,0,Sun,0,Clear + Few clouds,0.66,1,Aug,8,0.83,162
fall,0,Mon,0,Clear + Few clouds,0.74,1,July,10,0.62,381
winter,0,Wed,1,Mist + Cloudy,0.42,0,Dec,8,0.54,432
springer,0,Sun,0,Mist + Cloudy,0.4,0,Dec,6,0.71,6
springer,0,Thu,1,Clear + Few clouds,0.34,1,Feb,4,0.71,2
springer,0,Sat,1,Clear + Few clouds,0.12,0,Jan,8,0.68,158
springer,0,Fri,1,"Light Snow, Light Rain + Thunderstorm",0.42,0,Mar,16,0.0,21
winter,0,Thu,1,"Light Snow, Light Rain + Thunderstorm",0.54,0,Oct,21,1.0,83
summer,0,Mon,0,"Light Snow, Light Rain + Thunderstorm",0.42,0,Apri,20,0.41,79
summer,0,Thu,1,Mist + Cloudy,0.42,1,Apri,6,0.58,126
winter,0,Sat,1,Clear + Few clouds,0.42,1,Nov,13,0.38,278
summer,0,Sun,0,"Light Snow, Light Rain + Thunderstorm",0.44,1,Mar,21,1.0,104
summer,0,Mon,0,Clear + Few clouds,0.48,1,Mar,20,0.77,259
winter,0,Mon,0,Clear + Few clouds,0.5,1,Sep,1,0.59,116
winter,0,Sun,0,Clear + Few clouds,0.6,1,Oct,9,0.73,395
winter,0,Thu,1,Clear + Few clouds,0.52,0,Nov,16,0.48,281
summer,0,Sun,0,Mist + Cloudy,0.38,0,Apri,17,0.82,257
winter,0,Fri,1,Mist + Cloudy,0.46,0,Oct,7,0.94,137
summer,0,Wed,1,Clear + Few clouds,0.34,1,Apri,8,0.61,611
winter,0,Thu,1,Clear + Few clouds,0.4,1,Nov,11,0.5,241
summer,0,Mon,0,Clear + Few clouds,0.5,0,Apri,5,0.94,12
summer,0,Tue,1,Mist + Cloudy,0.62,1,May,13,0.73,176
springer,0,Wed,1,Mist + Cloudy,0.3,0,Dec,8,0.65,164
winter,0,Mon,0,Mist + Cloudy,0.3,1,Dec,1,0.87,94
springer,0,Tue,1,Clear + Few clouds,0.14,0,Jan,22,0.59,24
winter,0,Wed,1,Mist + Cloudy,0.4,0,Dec,11,0.62,129
springer,0,Fri,1,Clear + Few clouds,0.26,1,Dec,9,0.6,133
springer,0,Fri,1,Clear + Few clouds,0.18,0,Feb,2,0.43,2
summer,0,Wed,1,Clear + Few clouds,0.52,0,May,4,0.88,4
springer,0,Sat,1,"Light Snow, Light Rain + Thunderstorm",0.48,1,Mar,17,0.82,258
winter,0,Thu,1,Clear + Few clouds,0.26,0,Dec,0,0.75,22
fall,0,Sat,1,Clear + Few clouds,0.8,1,Sep,16,0.55,470
summer,0,Sun,0,Mist + Cloudy,0.4,1,Mar,9,0.76,223
summer,0,Sun,0,Clear + Few clouds,0.7,1,May,19,0.39,432
fall,0,Thu,1,Clear + Few clouds,0.56,0,Aug,4,0.73,5
fall,0,Wed,1,Mist + Cloudy,0.66,1,Aug,7,0.83,179
springer,0,Tue,1,Clear + Few clouds,0.16,1,Feb,8,0.86,444
fall,0,Sat,1,Clear + Few clouds,0.64,0,Sep,20,0.94,210
winter,0,Tue,1,Mist + Cloudy,0.36,0,Oct,5,0.76,21
springer,0,Fri,1,Clear + Few clouds,0.18,0,Feb,21,0.55,54
springer,0,Sun,0,Clear + Few clouds,0.5,1,Mar,18,0.25,303
winter,0,Tue,1,Mist + Cloudy,0.5,1,Dec,15,0.87,236
winter,0,Sat,1,Clear + Few clouds,0.28,0,Dec,23,0.81,94
springer,0,Mon,0,Clear + Few clouds,0.2,1,Jan,13,0.34,224
winter,0,Wed,1,Clear + Few clouds,0.42,1,Oct,4,0.67,7
fall,0,Wed,1,Clear + Few clouds,0.56,0,Sep,22,0.94,148
summer,0,Fri,1,Clear + Few clouds,0.5,1,May,10,0.51,154
springer,0,Wed,1,Clear + Few clouds,0.16,0,Jan,0,0.55,5
fall,0,Wed,1,Clear + Few clouds,0.76,0,Aug,13,0.48,192
winter,0,Fri,1,Clear + Few clouds,0.28,0,Dec,12,0.52,156
fall,0,Wed,1,Clear + Few clouds,0.52,0,Aug,5,0.77,28
winter,0,Tue,1,Clear + Few clouds,0.34,1,Dec,5,0.93,38
fall,0,Mon,0,Clear + Few clouds,0.6,1,Sep,20,0.53,324
springer,0,Wed,1,Mist + Cloudy,0.38,0,Mar,15,0.43,90
fall,0,Sun,0,Clear + Few clouds,0.74,1,July,3,0.74,31
fall,0,Fri,1,Clear + Few clouds,0.5,1,Sep,6,0.82,195
springer,0,Mon,0,Clear + Few clouds,0.14,1,Feb,12,0.39,140
fall,0,Sun,0,Clear + Few clouds,0.64,0,Sep,22,0.78,175
summer,0,Sun,0,Mist + Cloudy,0.38,0,Apri,9,0.94,68
winter,0,Wed,1,"Light Snow, Light Rain + Thunderstorm",0.42,0,Nov,12,0.82,18
fall,0,Tue,1,Mist + Cloudy,0.78,1,July,10,0.62,200
fall,0,Mon,0,"Light Snow, Light Rain + Thunderstorm",0.66,1,Aug,13,0.78,541
summer,0,Sat,1,Clear + Few clouds,0.5,1,Apri,12,0.31,322
springer,1,Tue,0,Clear + Few clouds,0.4,1,Jan,0,0.4,39
winter,0,Sun,0,Mist + Cloudy,0.36,1,Dec,0,0.93,103
summer,0,Mon,0,Mist + Cloudy,0.38,0,Apri,0,0.87,53
summer,0,Fri,1,Clear + Few clouds,0.86,0,Jun,10,0.5,94
springer,0,Wed,1,Clear + Few clouds,0.46,1,Jan,19,0.63,308
winter,0,Tue,1,Mist + Cloudy,0.38,1,Dec,2,0.94,5
springer,0,Sat,1,Clear + Few clouds,0.24,1,Jan,12,0.38,154
winter,0,Wed,1,Mist + Cloudy,0.38,1,Dec,15,0.5,270
winter,0,Sat,1,Mist + Cloudy,0.54,1,Oct,2,0.88,10
fall,0,Sun,0,Mist + Cloudy,0.64,1,Jun,2,0.89,61
winter,0,Sun,0,Clear + Few clouds,0.52,0,Oct,10,0.77,337
fall,0,Thu,1,Clear + Few clouds,0.5,1,Sep,3,0.77,7
fall,0,Sun,0,Mist + Cloudy,0.8,0,Aug,13,0.59,441
fall,0,Thu,1,Clear + Few clouds,0.62,1,Jun,0,0.41,54
springer,0,Thu,1,Mist + Cloudy,0.34,0,Mar,18,0.76,188
springer,0,Fri,1,Clear + Few clouds,0.16,0,Feb,5,0.5,2
fall,0,Mon,0,Mist + Cloudy,0.62,1,Aug,4,0.65,26
fall,0,Sun,0,Clear + Few clouds,0.82,1,July,10,0.52,395
winter,0,Mon,0,Clear + Few clouds,0.52,0,Oct,15,0.52,387
winter,0,Sun,0,Clear + Few clouds,0.58,0,Oct,17,0.32,441
summer,0,Wed,1,Clear + Few clouds,0.86,0,May,12,0.47,162
winter,0,Sat,1,Mist + Cloudy,0.54,1,Oct,5,0.88,36
springer,0,Sat,1,Mist + Cloudy,0.3,0,Feb,16,0.42,99
springer,0,Wed,1,Clear + Few clouds,0.24,0,Feb,12,0.38,65
springer,1,Tue,0,Clear + Few clouds,0.3,0,Dec,19,0.65,65
fall,0,Wed,1,Clear + Few clouds,0.86,0,Aug,14,0.44,148
fall,0,Sat,1,Clear + Few clouds,0.62,1,Sep,6,0.88,140
springer,0,Mon,0,Clear + Few clouds,0.16,0,Jan,0,0.8,33
fall,0,Sun,0,"Light Snow, Light Rain + Thunderstorm",0.74,1,Aug,17,0.66,512
springer,0,Wed,1,Clear + Few clouds,0.62,1,Mar,16,0.66,431
summer,0,Thu,1,"Light Snow, Light Rain + Thunderstorm",0.56,0,May,9,0.83,202
winter,0,Sun,0,Clear + Few clouds,0.26,0,Nov,7,0.6,34
fall,0,Wed,1,Clear + Few clouds,0.8,0,Aug,18,0.55,585
springer,0,Thu,1,Clear + Few clouds,0.32,1,Jan,7,0.42,263
winter,0,Mon,0,Mist + Cloudy,0.38,1,Dec,20,0.82,122
summer,0,Thu,1,Mist + Cloudy,0.62,1,May,12,0.57,280
winter,0,Sat,1,Clear + Few clouds,0.38,0,Oct,2,0.66,18
summer,0,Tue,1,Clear + Few clouds,0.62,0,Jun,22,0.46,134
winter,0,Fri,1,Clear + Few clouds,0.42,1,Oct,21,0.62,260
fall,0,Fri,1,Clear + Few clouds,0.72,1,Sep,14,0.39,274
fall,0,Tue,1,Clear + Few clouds,0.8,1,July,13,0.49,226
winter,1,Tue,0,Clear + Few clouds,0.46,0,Oct,7,0.88,114
fall,0,Mon,0,Clear + Few clouds,0.88,1,Aug,13,0.44,523
winter,0,Thu,1,Clear + Few clouds,0.3,1,Nov,20,0.52,267
summer,0,Mon,0,Clear + Few clouds,0.66,0,May,19,0.61,300
springer,0,Mon,0,Clear + Few clouds,0.26,0,Jan,15,0.38,113
summer,0,Fri,1,Clear + Few clouds,0.74,0,Jun,1,0.79,16
winter,0,Tue,1,Mist + Cloudy,0.44,0,Nov,5,1.0,20
fall,0,Thu,1,Clear + Few clouds,0.8,0,July,20,0.75,309
fall,0,Sun,0,Mist + Cloudy,0.82,1,Sep,17,0.52,463
summer,0,Sun,0,Clear + Few clouds,0.56,0,May,10,0.49,298
springer,0,Sat,1,Clear + Few clouds,0.16,0,Jan,16,0.26,97
springer,0,Mon,0,Clear + Few clouds,0.3,0,Mar,22,0.56,37
winter,0,Sun,0,Clear + Few clouds,0.3,1,Nov,0,0.52,106
fall,0,Fri,1,Clear + Few clouds,0.64,1,Sep,13,0.44,336
fall,0,Sun,0,Clear + Few clouds,0.7,1,July,6,0.7,50
springer,1,Tue,0,Mist + Cloudy,0.3,0,Feb,15,0.7,87
summer,0,Thu,1,Mist + Cloudy,0.58,1,May,12,0.83,245
fall,0,Sat,1,Clear + Few clouds,0.4,0,Sep,3,0.71,6
springer,0,Sat,1,Mist + Cloudy,0.28,1,Feb,1,0.61,13
winter,0,Fri,1,"Light Snow, Light Rain + Thunderstorm",0.36,1,Nov,10,0.62,146
summer,0,Sat,1,Clear + Few clouds,0.64,1,Apri,15,0.47,407
summer,0,Thu,1,Mist + Cloudy,0.56,0,May,2,0.94,8
fall,0,Thu,1,Clear + Few clouds,0.72,1,Sep,16,0.37,509
springer,0,Fri,1,Clear + Few clouds,0.46,1,Mar,3,0.63,3
springer,0,Sat,1,Mist + Cloudy,0.18,0,Mar,1,0.64,4
winter,0,Fri,1,Mist + Cloudy,0.38,1,Nov,21,0.54,267
winter,1,Tue,0,Clear + Few clouds,0.52,0,Oct,8,0.83,254
springer,0,Sun,0,Clear + Few clouds,0.5,0,Dec,13,0.42,313
springer,0,Mon,0,Clear + Few clouds,0.3,0,Feb,10,0.52,89
winter,0,Tue,1,Mist + Cloudy,0.4,0,Oct,10,0.66,101
winter,0,Mon,0,Clear + Few clouds,0.44,0,Nov,17,0.62,256
summer,0,Mon,0,Mist + Cloudy,0.46,0,Apri,16,0.31,303
springer,0,Mon,0,Clear + Few clouds,0.4,0,Mar,14,0.3,279
winter,0,Thu,1,Clear + Few clouds,0.42,0,Nov,14,0.54,213
fall,0,Fri,1,Clear + Few clouds,0.76,0,July,13,0.33,177
fall,0,Wed,1,Clear + Few clouds,0.7,0,Aug,4,0.74,7
winter,0,Mon,0,Clear + Few clouds,0.2,0,Dec,23,0.69,35
summer,0,Mon,0,Mist + Cloudy,0.52,0,May,0,1.0,39
fall,0,Wed,1,Clear + Few clouds,0.74,0,Aug,11,0.51,150
fall,0,Sun,0,Clear + Few clouds,0.66,0,July,1,0.54,78
springer,0,Mon,0,Clear + Few clouds,0.08,0,Jan,22,0.38,28
summer,0,Sat,1,Mist + Cloudy,0.52,0,May,15,0.88,198
summer,0,Fri,1,Clear + Few clouds,0.56,1,Jun,23,0.52,177
springer,0,Tue,1,Clear + Few clouds,0.14,1,Dec,8,0.69,196
summer,0,Mon,0,Clear + Few clouds,0.64,1,May,12,0.57,531
fall,0,Fri,1,Clear + Few clouds,0.74,0,Aug,19,0.35,371
winter,0,Mon,0,Clear + Few clouds,0.52,1,Sep,19,0.42,413
springer,0,Thu,1,Mist + Cloudy,0.24,0,Mar,5,0.81,8
springer,0,Tue,1,Mist + Cloudy,0.54,1,Mar,21,0.56,205
summer,0,Tue,1,Mist + Cloudy,0.6,0,May,21,0.73,232
winter,0,Sat,1,Clear + Few clouds,0.48,0,Dec,5,0.44,26
springer,0,Thu,1,Clear + Few clouds,0.3,1,Feb,6,0.61,95
winter,0,Mon,0,Mist + Cloudy,0.54,0,Nov,16,0.28,319
winter,0,Fri,1,Clear + Few clouds,0.22,1,Dec,5,0.55,32
fall,0,Fri,1,Clear + Few clouds,0.8,1,Aug,18,0.36,832
springer,0,Sat,1,Mist + Cloudy,0.4,1,Mar,10,0.87,180
springer,0,Mon,0,Clear + Few clouds,0.26,0,Feb,8,0.87,35
winter,0,Sat,1,Mist + Cloudy,0.58,0,Sep,23,1.0,148
fall,0,Tue,1,Clear + Few clouds,0.68,0,Aug,1,0.79,21
fall,0,Sun,0,Mist + Cloudy,0.72,1,July,11,0.7,439
fall,0,Tue,1,Mist + Cloudy,0.74,1,July,20,0.55,447
springer,0,Sun,0,Clear + Few clouds,0.26,1,Jan,4,0.6,8
winter,0,Mon,0,Clear + Few clouds,0.56,1,Oct,22,0.73,125
springer,0,Tue,1,"Light Snow, Light Rain + Thunderstorm",0.2,0,Mar,0,1.0,4
springer,0,Sun,0,Clear + Few clouds,0.22,0,Mar,5,0.69,2
fall,0,Sat,1,Clear + Few clouds,0.64,0,Aug,1,0.78,19
winter,0,Fri,1,"Light Snow, Light Rain + Thunderstorm",0.46,0,Oct,2,0.94,8
winter,0,Sat,1,Clear + Few clouds,0.24,1,Nov,4,0.75,4
winter,0,Sun,0,Clear + Few clouds,0.56,1,Oct,2,0.78,75
summer,0,Tue,1,Clear + Few clouds,0.74,0,Jun,11,0.42,111
fall,0,Wed,1,"Light Snow, Light Rain + Thunderstorm",0.76,1,Aug,16,0.66,445
springer,0,Fri,1,Mist + Cloudy,0.2,1,Jan,7,0.69,215
fall,0,Mon,0,Mist + Cloudy,0.76,0,July,23,0.7,50
springer,0,Tue,1,Clear + Few clouds,0.36,1,Jan,17,0.21,438
fall,0,Wed,1,Clear + Few clouds,0.54,0,Aug,3,0.73,4
springer,0,Wed,1,Mist + Cloudy,0.2,0,Jan,13,0.86,22
fall,0,Tue,1,Clear + Few clouds,0.62,1,Aug,5,0.88,36
summer,0,Wed,1,Mist + Cloudy,0.5,0,Apri,8,0.68,351
summer,0,Sat,1,Clear + Few clouds,0.66,1,May,22,0.74,212
summer,0,Mon,0,Mist + Cloudy,0.46,1,Apri,0,0.82,117
summer,0,Wed,1,Mist + Cloudy,0.5,0,May,8,0.51,425
summer,0,Fri,1,Clear + Few clouds,0.66,1,Jun,11,0.57,228
springer,0,Thu,1,Mist + Cloudy,0.24,0,Feb,12,0.93,64
springer,0,Fri,1,Clear + Few clouds,0.12,0,Jan,23,0.5,15
winter,0,Tue,1,Mist + Cloudy,0.52,1,Oct,20,0.72,256
summer,0,Sun,0,Clear + Few clouds,0.5,1,Apri,20,0.2,208
winter,0,Mon,0,Clear + Few clouds,0.34,0,Nov,23,0.87,50
springer,0,Thu,1,"Light Snow, Light Rain + Thunderstorm",0.3,1,Feb,9,0.81,38
fall,0,Wed,1,Clear + Few clouds,0.68,0,Jun,7,0.83,347
summer,0,Thu,1,Mist + Cloudy,0.62,0,Apri,23,0.88,78
springer,0,Mon,0,Clear + Few clouds,0.2,1,Dec,22,0.55,36
winter,0,Mon,0,Mist + Cloudy,0.26,1,Nov,12,0.41,202
fall,0,Mon,0,Clear + Few clouds,0.72,1,Aug,4,0.74,14
fall,0,Fri,1,Clear + Few clouds,0.7,0,July,20,0.42,348
winter,0,Thu,1,Clear + Few clouds,0.26,1,Nov,23,0.48,78
winter,0,Wed,1,Clear + Few clouds,0.56,0,Nov,14,0.46,161
winter,0,Sun,0,Clear + Few clouds,0.62,1,Sep,12,0.41,682
summer,0,Wed,1,Mist + Cloudy,0.54,0,Apri,13,0.68,129
winter,1,Sat,0,Clear + Few clouds,0.3,0,Nov,8,0.42,258
winter,0,Mon,0,Clear + Few clouds,0.48,1,Sep,2,0.63,92
springer,0,Tue,1,Clear + Few clouds,0.22,1,Jan,6,0.44,80
winter,0,Sun,0,Clear + Few clouds,0.42,0,Oct,20,0.67,159
springer,0,Thu,1,Clear + Few clouds,0.32,0,Feb,14,0.29,78
winter,0,Thu,1,Mist + Cloudy,0.52,0,Oct,14,0.77,66
winter,0,Thu,1,Mist + Cloudy,0.58,1,Sep,2,0.64,17
winter,0,Sat,1,Clear + Few clouds,0.3,1,Nov,4,0.7,7
springer,0,Fri,1,Mist + Cloudy,0.4,1,Jan,19,0.76,313
winter,0,Mon,0,Mist + Cloudy,0.48,1,Oct,9,0.67,223
fall,0,Sun,0,Clear + Few clouds,0.88,1,Jun,14,0.3,409
winter,0,Tue,1,Clear + Few clouds,0.44,1,Oct,6,0.77,155
fall,0,Sat,1,"Light Snow, Light Rain + Thunderstorm",0.64,0,Aug,1,0.89,20
summer,0,Sat,1,Mist + Cloudy,0.72,1,May,15,0.62,343
fall,0,Mon,0,Mist + Cloudy,0.6,1,July,3,0.88,43
springer,0,Tue,1,Mist + Cloudy,0.2,1,Jan,21,0.93,79
winter,0,Thu,1,Clear + Few clouds,0.3,0,Nov,7,0.81,251
fall,0,Tue,1,Clear + Few clouds,0.6,0,Sep,8,0.78,408
springer,0,Mon,0,Clear + Few clouds,0.26,1,Jan,22,0.6,58
summer,0,Sat,1,Clear + Few clouds,0.76,0,Jun,21,0.66,218
fall,0,Sat,1,Clear + Few clouds,0.7,0,July,22,0.42,222
winter,0,Fri,1,Mist + Cloudy,0.36,1,Dec,12,0.53,212
fall,0,Thu,1,Clear + Few clouds,0.72,1,Sep,20,0.84,412
springer,0,Sun,0,"Light Snow, Light Rain + Thunderstorm",0.2,0,Feb,5,1.0,9
summer,0,Sun,0,Clear + Few clouds,0.62,1,May,3,0.88,31
summer,0,Mon,0,Clear + Few clouds,0.38,1,Apri,7,0.27,37
fall,0,Thu,1,Clear + Few clouds,0.7,1,Sep,6,0.79,210
winter,0,Tue,1,Mist + Cloudy,0.54,0,Nov,21,0.77,156
winter,0,Wed,1,Mist + Cloudy,0.42,1,Nov,11,0.67,205
winter,0,Thu,1,Clear + Few clouds,0.46,1,Oct,23,0.88,99
summer,0,Fri,1,Clear + Few clouds,0.46,0,May,23,0.41,115
fall,0,Sun,0,Clear + Few clouds,0.76,0,July,16,0.45,425
springer,0,Tue,1,Clear + Few clouds,0.32,0,Feb,4,0.53,2
fall,0,Mon,0,Mist + Cloudy,0.62,1,Aug,2,0.69,119
